postsNum,followersNum,followingNum,hasLocation,AtUserNum,AtUserPostsNum,AtUserFollowerNum,AtUserFollowingNum,hashTagNum,hashTagPostsNum,likeNum
1517,250000,1146,0,8,8341,1095614,8832,0,0,15441
1517,250000,1146,1,9,9004,570799,7581,4,0,9280
1517,250000,1146,0,10,7745,1769846,7811,0,0,17787
1517,250000,1146,0,8,7421,757008,8778,0,0,20008
1517,250000,1146,0,5,2571,600379,4296,0,0,11896
1517,250000,1146,0,16,9083,840529,12454,0,0,21722
1517,250000,1146,0,3,2044,585632,8182,1,0,11017
1517,250000,1146,1,15,12469,1559642,12386,0,0,13931
1517,250000,1146,0,9,8535,1352808,14125,0,0,10804
1517,250000,1146,0,17,10623,783419,19569,0,0,14483
1517,250000,1146,1,10,9251,4084118,8365,0,0,14456
1517,250000,1146,0,6,4901,766676,5681,0,0,10917
1945,1400000,601,1,15,9871,6257141,6145,2,0,240068
1945,1400000,601,0,7,1933,2803011,2760,0,0,312225
1945,1400000,601,1,9,10584,3608019,8257,0,0,112273
1945,1400000,601,1,11,7608,5958804,5986,2,0,32675
1945,1400000,601,1,9,4741,1405357,5412,2,0,53489
1945,1400000,601,1,13,10752,5772117,6236,2,0,67926
1945,1400000,601,1,14,8303,1591216,11000,2,0,55786
1945,1400000,601,0,12,7229,2806290,7435,0,0,38369
1945,1400000,601,1,6,2690,1401732,2676,0,0,38723
1945,1400000,601,1,6,3958,1571796,2067,1,0,23399
1945,1400000,601,0,10,7666,2860878,4741,4,0,106374
1945,1400000,601,0,7,3671,1404872,4332,2,0,72570
1945,1400000,601,0,14,3525,1408253,7290,2,0,143753
1945,1400000,601,0,15,7749,4460963,8178,0,0,35932
1945,1400000,601,1,13,3560,3711,5131,0,0,30735
1945,1400000,601,1,7,6469,5010869,4739,2,0,44036
1945,1400000,601,1,11,3157,1403251,5566,0,0,30811
1945,1400000,601,1,10,4654,2084407,4585,0,0,22392
1945,1400000,601,1,9,2006,7743,6725,2,0,28076
1945,1400000,601,1,11,7076,4206035,8027,4,0,91237
1945,1400000,601,1,6,7212,2127348,3402,1,0,11598
1945,1400000,601,1,4,7424,2125420,1806,4,0,16515
1945,1400000,601,0,13,7429,2822078,7105,3,0,21387
1945,1400000,601,1,9,11454,4101925,4321,0,0,17592
1945,1400000,601,1,13,8764,5086593,5081,4,0,67324
228,1700000,340,0,10,3366,1704696,4371,3,0,473872
228,1700000,340,0,18,8191,5105088,12835,0,0,90987
228,1700000,340,0,16,6553,1863954,14151,1,0,218983
228,1700000,340,0,12,3671,3717540,6337,2,0,253076
228,1700000,340,0,16,2333,13138,8498,3,0,182378
228,1700000,340,0,5,829,5102124,2311,1,0,52660
228,1700000,340,0,7,1623,3603364,3499,1,0,78007
228,1700000,340,0,26,7741,3139603,11878,8,0,112924
228,1700000,340,0,16,6462,6352109,7409,5,0,136490
228,1700000,340,0,16,6811,59000,6689,0,0,44897
228,1700000,340,0,14,7571,2215009,9732,3,0,254259
228,1700000,340,0,4,540,1701202,1825,1,0,121232
228,1700000,340,0,4,1402,144943,1443,4,0,22063
228,1700000,340,0,17,2050,1711411,9034,2,0,76015
228,1700000,340,0,19,11254,30600709,14974,0,0,54196
228,1700000,340,0,13,2934,1753959,7974,10,0,93327
228,1700000,340,0,11,4408,1712204,7074,3,0,10815
228,1700000,340,0,19,6302,1855212,7099,3,0,103699
228,1700000,340,0,15,5912,2327820,6197,1,0,39134
228,1700000,340,0,14,8435,9568911,14478,5,0,62220
228,1700000,340,0,18,5914,4137007,9263,3,0,271507
228,1700000,340,0,11,3616,1705164,9853,10,0,97374
228,1700000,340,0,17,10174,598884,14112,2,0,125091
228,1700000,340,0,8,3203,148595,4647,13,0,49021
228,1700000,340,0,14,3634,8621,9130,3,0,358217
1385,141000,324,0,5,520,5925,4850,1,0,12913
1385,141000,324,0,4,3916,150464,6153,1,0,9921
1385,141000,324,0,1,1083,66900,38,1,0,4521
1385,141000,324,0,6,9587,1246096,4148,1,0,12248
1385,141000,324,0,0,0,0,0,1,0,9415
1385,141000,324,0,2,4007,1419,1513,1,0,9255
1385,141000,324,0,1,558,95700,473,1,0,7785
1385,141000,324,0,6,2033,145362,4336,1,0,13365
1385,141000,324,0,2,1449,141854,738,1,0,9383
1385,141000,324,0,3,2907,276109,2701,2,0,8335
1385,141000,324,0,0,0,0,0,1,0,4892
1385,141000,324,0,2,596,1201,552,1,0,7449
1385,141000,324,0,4,3723,166204,2440,1,0,5946
1385,141000,324,0,1,63,1105,710,1,0,4000
1385,141000,324,0,3,3881,435000,1215,1,0,6790
1385,141000,324,0,0,0,0,0,1,0,5731
1385,141000,324,0,0,0,0,0,1,0,5237
1385,141000,324,0,5,2401,471088,2028,2,0,10074
9127,8800000,4583,0,2,1632,240908,117,0,0,28085
9127,8800000,4583,1,4,18855,17603113,10371,1,0,55088
9127,8800000,4583,1,3,11232,12300373,5794,1,0,59088
9127,8800000,4583,1,10,41749,35209861,21576,0,0,91966
9127,8800000,4583,1,4,18635,17635253,10135,1,0,239690
9127,8800000,4583,1,9,5106,3216362,6976,0,0,109223
9127,8800000,4583,1,4,2269,151781,2734,0,0,35254
9127,8800000,4583,1,8,12611,8952430,8231,0,0,121123
9127,8800000,4583,0,8,19671,17604751,14733,1,0,258621
9127,8800000,4583,1,3,11719,9218000,5002,1,0,32245
9127,8800000,4583,1,4,11022,9101237,4887,1,0,67471
9127,8800000,4583,1,7,30562,26728213,16684,1,0,111661
9127,8800000,4583,1,8,29424,26517321,16316,0,0,39949
9127,8800000,4583,1,1,9127,8800000,4583,0,0,70673
9127,8800000,4583,1,2,10656,8835200,6253,2,0,31947
9127,8800000,4583,0,2,9225,8801124,5705,0,0,107644
9127,8800000,4583,1,5,9421,9270566,6898,2,0,65323
9127,8800000,4583,0,4,20720,18937000,10407,1,0,98116
9127,8800000,4583,1,8,16388,9016442,12055,1,0,12187
9127,8800000,4583,0,4,19286,17601151,10439,1,0,72908
9127,8800000,4583,0,3,18286,17600161,9394,1,0,175787
9127,8800000,4583,1,11,24986,17662926,12859,2,0,14021
9127,8800000,4583,1,4,9677,8809391,5721,1,0,61202
9127,8800000,4583,0,2,11579,10900000,5332,3,0,42768
9127,8800000,4583,0,9,12168,9052076,10602,1,0,83968
9127,8800000,4583,0,5,932,906,3195,1,0,54789
902,1300000,196,0,13,8864,12458,30261,2,0,56083
902,1300000,196,1,18,4766,1618534,10523,5,0,21463
902,1300000,196,0,27,1523,39139,12521,3,0,31162
902,1300000,196,1,25,2100,323596,8617,0,0,23184
902,1300000,196,0,22,12730,49349,13823,3,0,42515
902,1300000,196,1,21,1162,32814,12912,0,0,40534
902,1300000,196,0,1,520,212000,2,1,0,30615
1842,57100,1239,0,5,3619,61219,3907,1,0,37677
1842,57100,1239,0,7,12023,159430,7252,2,0,11009
1842,57100,1239,0,1,2950,256000,606,0,0,308
1842,57100,1239,1,1,1842,57100,1239,0,0,721
1842,57100,1239,0,0,0,0,0,0,0,577
1842,57100,1239,0,10,3275,6150,5604,0,0,1197
1842,57100,1239,0,7,8201,516524,6759,1,0,1008
1842,57100,1239,0,6,4376,137643,4898,1,0,566
1842,57100,1239,0,1,4122,89800,1226,1,0,445
1842,57100,1239,1,0,0,0,0,1,0,260
1842,57100,1239,1,8,11120,415589,7505,0,0,966
1842,57100,1239,0,0,0,0,0,0,0,794
1842,57100,1239,0,2,2428,58408,2493,1,0,614
1842,57100,1239,0,6,5735,135644,6322,0,0,445
1842,57100,1239,0,28,15213,32084,25918,0,0,1257
1842,57100,1239,0,4,6469,58589,7697,1,0,354
1842,57100,1239,0,1,8805,203000,1449,0,0,256
1842,57100,1239,1,2,1053,24342,1381,1,0,224
1842,57100,1239,0,7,7657,58933,11705,0,0,406
1842,57100,1239,0,1,887,65000,667,0,0,328
1842,57100,1239,0,3,2694,179743,4199,0,0,779
1842,57100,1239,0,7,4843,122894,4957,2,0,253
1842,57100,1239,0,8,9747,1858382,7233,0,0,1054
1842,57100,1239,0,0,0,0,0,0,0,1108
1842,57100,1239,0,1,4270,911000,767,0,0,330
1842,57100,1239,0,24,14050,16279,20356,0,0,1048
1842,57100,1239,0,3,4897,911720,2220,1,0,873
3146,2300000,49,0,17,1192,9743,9812,0,0,145755
3146,2300000,49,0,16,2124,13097,9459,0,0,241286
3146,2300000,49,0,25,4695,12709,10286,0,0,163760
57,475,410,0,6,1301,2687,1992,2,0,59
57,475,410,0,19,2802,18905,6871,6,0,103
57,475,410,0,5,1073,2699,1891,5,0,117
57,475,410,1,11,1522,4984,3604,6,0,99
57,475,410,0,6,998,2413,2206,5,0,120
57,475,410,1,4,590,2075,1544,4,0,75
57,475,410,1,4,458,2363,1924,4,0,100
57,475,410,1,13,1388,4592,3706,5,0,120
57,475,410,1,0,0,0,0,5,0,109
57,475,410,1,5,496,11801,1156,3,0,110
57,475,410,1,1,52,152,323,6,0,85
57,475,410,1,1,272,586,352,5,0,70
3589,226000,312,0,10,5381,2975,3494,9,0,2632
3589,226000,312,0,4,2044,179114,3034,4,0,3816
3589,226000,312,0,12,15798,553914,6248,0,0,3508
3589,226000,312,0,5,7968,452767,1663,4,0,2375
3589,226000,312,0,11,4739,5506,6961,6,0,4193
3589,226000,312,0,17,5235,4527,6860,6,0,2617
3589,226000,312,0,6,2887,3096,3165,7,0,4608
3589,226000,312,0,25,15521,206928,14787,9,0,8576
3589,226000,312,0,13,18870,906512,5736,6,0,3528
3589,226000,312,0,9,5024,246843,9537,7,0,2502
3589,226000,312,0,16,5856,11864,9875,8,0,4579
3589,226000,312,0,12,7080,230802,5224,9,0,8559
3589,226000,312,0,10,8092,274806,4037,6,0,5047
3589,226000,312,0,14,22081,920546,13270,6,0,7172
3589,226000,312,0,15,13536,456949,6993,7,0,6814
3589,226000,312,0,12,8713,231341,7276,6,0,4105
3589,226000,312,0,6,8671,488164,1599,2,0,6347
3589,226000,312,0,7,1477,2866,3328,9,0,3325
3589,226000,312,0,7,5373,462680,4026,0,0,3515
3589,226000,312,0,10,7053,229153,4009,5,0,4483
3589,226000,312,0,5,9848,387,1227,6,0,4106
3589,226000,312,0,10,3033,4616,5323,8,0,6088
3589,226000,312,0,16,10880,232919,6488,10,0,8620
3589,226000,312,0,19,13469,736451,9865,7,0,3209
3589,226000,312,0,9,6449,251588,3707,6,0,3176
3589,226000,312,0,2,239,3628,413,6,0,3343
3882,200000,387,1,10,12062,736509,3395,1,0,1900
3882,200000,387,0,7,7169,341097,3504,0,0,2567
3882,200000,387,0,12,7929,1690254,4745,0,0,2554
3882,200000,387,0,7,9013,400506,2377,1,0,3269
3882,200000,387,0,13,10131,1488740,7819,0,0,4410
3882,200000,387,0,11,4914,3927,6088,0,0,5886
3882,200000,387,0,0,0,0,0,0,0,2091
3882,200000,387,0,8,4227,2624,4548,1,0,3789
3882,200000,387,0,6,5404,1599903,1903,0,0,3096
3882,200000,387,0,5,5789,201374,2983,0,0,3357
3882,200000,387,0,5,8295,259499,2162,0,0,2861
3882,200000,387,0,3,978,6219,1887,0,0,2524
3882,200000,387,0,4,3047,1154006,1551,0,0,2233
3882,200000,387,0,6,12777,365307,2063,0,0,2340
3882,200000,387,0,9,6895,1195119,4887,0,0,1830
3882,200000,387,0,12,10344,1221458,6759,0,0,2970
3882,200000,387,0,1,166,1427,7057,0,0,1886
3882,200000,387,0,20,10005,1199155,6723,0,0,2899
3882,200000,387,0,15,11860,655822,5044,0,0,3362
3882,200000,387,0,0,0,0,0,0,0,2513
3882,200000,387,0,7,13384,1227196,1980,1,0,2135
3882,200000,387,0,7,8211,205502,4068,1,0,3005
3882,200000,387,0,2,4072,200204,748,1,0,2434
3882,200000,387,0,11,7490,357311,6896,1,0,4000
1025,11800,556,1,11,20844,822012,8269,0,0,662
1025,11800,556,0,3,3015,36084,3610,0,0,281
1025,11800,556,1,6,2779,7293,4092,2,0,710
1025,11800,556,0,2,6377,170500,781,0,0,742
1025,11800,556,1,5,8548,13387386,8822,0,0,443
1025,11800,556,1,10,11665,6429458,5425,0,0,1173
1025,11800,556,1,18,44777,13567731,25358,2,0,550
1025,11800,556,1,9,27096,24698121,7032,0,0,478
1025,11800,556,0,13,19164,4998321,17582,0,0,1454
1025,11800,556,0,17,37692,954564,25174,4,0,425
1025,11800,556,1,7,6068,65339,10594,0,0,328
1025,11800,556,1,9,9476,1526754,13145,0,0,969
1025,11800,556,0,8,6786,79076,13378,1,0,328
1025,11800,556,0,10,11076,72070,8845,2,0,378
1025,11800,556,1,3,1254,3379,1058,0,0,497
1025,11800,556,0,11,14527,11153282,8872,2,0,260
1025,11800,556,1,9,7384,658211,8005,0,0,296
1025,11800,556,1,1,6114,71600,1560,0,0,225
1025,11800,556,1,0,0,0,0,12,0,259
1025,11800,556,1,6,8344,123954,6825,1,0,283
1025,11800,556,0,4,4642,226666,4018,0,0,191
1025,11800,556,1,13,10085,186956,18811,3,0,1041
1025,11800,556,0,3,2330,9113,3477,2,0,233
1025,11800,556,1,11,11296,128416,7971,2,0,393
1025,11800,556,1,9,7252,60052,10376,0,0,445
1025,11800,556,1,5,1498,44615,13521,2,0,265
1025,11800,556,1,13,7853,60836,9365,2,0,497
91,4558,517,1,11,68764,12620927,19026,28,0,295
91,4558,517,1,7,19228,3290856,9869,29,0,300
91,4558,517,1,8,19491,3333322,11742,29,0,371
91,4558,517,1,16,20592,3356518,17303,29,0,401
91,4558,517,1,14,20828,3371253,16486,29,0,408
91,4558,517,1,16,21590,3372206,16364,29,0,635
91,4558,517,1,16,21994,3659992,18249,29,0,876
91,4558,517,1,16,21676,3372139,17804,29,0,838
91,4558,517,1,12,20878,4355758,11466,29,0,2402
91,4558,517,1,7,17697,3164555,10092,29,0,869
91,4558,517,1,6,17022,3123894,10239,29,0,2283
91,4558,517,1,10,19065,3198350,11898,29,0,3496
91,4558,517,1,13,18176,3135769,16059,29,0,3039
91,4558,517,1,7,16811,3132568,9526,29,0,1282
91,4558,517,1,6,16832,3123689,9317,29,0,569
91,4558,517,1,8,17804,3131282,9721,29,0,1405
91,4558,517,1,6,17093,3136406,9242,29,0,1733
91,4558,517,1,5,17099,3124369,9123,29,0,858
91,4558,517,1,8,21767,3568478,11787,29,0,633
91,4558,517,1,12,69260,12634896,25335,28,0,2276
91,4558,517,1,8,17961,3129185,11259,29,0,419
91,4558,517,1,5,55514,10942000,8348,31,0,241
91,4558,517,1,17,59754,11035024,15682,31,0,571
91,4558,517,1,11,58631,11297080,15816,31,0,570
1466,154000,510,1,6,2292,156820,3420,1,0,3052
1466,154000,510,1,2,113,18689,248,1,0,2574
1466,154000,510,1,8,6311,225310,4247,1,0,2261
1466,154000,510,1,2,1376,2060,901,1,0,2176
1466,154000,510,1,9,5630,361749,3724,1,0,2842
1466,154000,510,1,3,2189,155764,2943,1,0,5152
1466,154000,510,1,2,1971,26346,965,1,0,3163
1466,154000,510,1,16,17319,1128174,10420,1,0,4203
1466,154000,510,1,7,5192,298008,4380,1,0,3245
1466,154000,510,1,5,4445,303276,2888,1,0,2328
1466,154000,510,1,4,2057,155473,1752,1,0,4484
1466,154000,510,1,8,5877,418799,3108,1,0,2482
1466,154000,510,1,7,5341,234122,12869,1,0,3139
1466,154000,510,1,10,5729,309838,4575,1,0,4199
1466,154000,510,1,9,17740,1644079,5769,1,0,3613
1466,154000,510,1,6,4764,168660,8906,1,0,2865
1466,154000,510,1,0,0,0,0,1,0,1979
1466,154000,510,1,2,1626,175900,759,1,0,2051
1466,154000,510,1,6,7576,182778,4968,1,0,2465
1466,154000,510,1,7,3003,231194,2380,1,0,2594
1466,154000,510,1,4,2718,156429,1637,1,0,2883
1466,154000,510,1,1,448,1448,874,1,0,2302
1466,154000,510,1,16,15305,565621,14173,1,0,2338
1466,154000,510,1,0,0,0,0,1,0,2903
1466,154000,510,1,5,5218,2159921,2599,1,0,2167
1466,154000,510,1,8,10160,950930,4976,1,0,2038
1466,154000,510,1,9,7667,579677,3686,1,0,2230
899,67800,211,1,5,1774,22165,4655,3,0,608
899,67800,211,1,2,2154,10627,4411,7,0,511
899,67800,211,1,0,0,0,0,1,0,459
899,67800,211,1,0,0,0,0,6,0,392
899,67800,211,0,1,35,71,384,11,0,730
899,67800,211,1,2,947,68292,764,11,0,648
899,67800,211,1,1,965,65000,2589,13,0,538
899,67800,211,1,0,0,0,0,10,0,342
899,67800,211,0,0,0,0,0,12,0,14
899,67800,211,1,0,0,0,0,12,0,334
899,67800,211,1,0,0,0,0,12,0,189
899,67800,211,1,0,0,0,0,13,0,255
899,67800,211,1,0,0,0,0,9,0,486
899,67800,211,1,0,0,0,0,8,0,668
899,67800,211,1,0,0,0,0,7,0,393
899,67800,211,1,0,0,0,0,1,0,236
899,67800,211,1,0,0,0,0,8,0,276
899,67800,211,1,2,1900,68780,1038,7,0,591
899,67800,211,1,0,0,0,0,5,0,197
899,67800,211,1,13,1181,12758,5768,8,0,818
899,67800,211,1,0,0,0,0,7,0,340
899,67800,211,0,1,354,49,173,6,0,328
899,67800,211,0,1,138,3736,922,5,0,471
899,67800,211,1,0,0,0,0,5,0,209
899,67800,211,1,0,0,0,0,8,0,166
899,67800,211,1,0,0,0,0,10,0,180
899,67800,211,1,0,0,0,0,10,0,298
3213,28500,1080,1,11,12810,192523,13066,20,0,620
3213,28500,1080,1,7,27227,38503594,6368,1,0,494
3213,28500,1080,0,0,0,0,0,9,0,377
3213,28500,1080,1,6,3282,1221,1262,12,0,334
3213,28500,1080,1,9,6156,8589,6380,18,0,842
3213,28500,1080,1,20,23387,265252,15939,14,0,854
3213,28500,1080,1,3,11682,1214692,4861,18,0,471
3213,28500,1080,1,4,3732,30864,2605,15,0,534
3213,28500,1080,0,7,7890,170642,8659,21,0,664
3213,28500,1080,1,3,273,307288,300,19,0,481
3213,28500,1080,1,17,27895,16700169,10296,18,0,681
3213,28500,1080,1,14,15300,615174,10411,17,0,675
3213,28500,1080,1,9,8131,92259,6725,18,0,705
3213,28500,1080,1,4,3246,3734,2428,5,0,318
3213,28500,1080,1,12,33411,1289008,13088,18,0,712
3213,28500,1080,1,4,13987,908900,5782,13,0,337
3213,28500,1080,1,6,9179,215386,7974,8,0,420
3213,28500,1080,1,1,154,108000000,0,9,0,299
3213,28500,1080,1,0,0,0,0,14,0,294
3213,28500,1080,0,0,0,0,0,10,0,344
1421,10400,223,0,0,0,0,0,2,0,355
1421,10400,223,1,0,0,0,0,2,0,303
1421,10400,223,1,0,0,0,0,2,0,400
1421,10400,223,1,0,0,0,0,2,0,679
1421,10400,223,1,1,328,9982,483,2,0,307
1421,10400,223,1,0,0,0,0,2,0,574
1421,10400,223,1,5,3518,40869,1559,2,0,363
1421,10400,223,1,4,3164,32933,2461,1,0,317
1421,10400,223,1,0,0,0,0,3,0,519
1421,10400,223,1,2,2620,28244,2178,2,0,321
1421,10400,223,1,0,0,0,0,2,0,324
1421,10400,223,1,0,0,0,0,2,0,360
1421,10400,223,0,0,0,0,0,2,0,416
1421,10400,223,1,0,0,0,0,2,0,595
1421,10400,223,1,0,0,0,0,1,0,422
1421,10400,223,0,0,0,0,0,2,0,458
1421,10400,223,1,1,530,20100,470,0,0,436
1421,10400,223,1,0,0,0,0,1,0,415
1421,10400,223,1,2,1131,20800,656,1,0,434
1421,10400,223,1,0,0,0,0,1,0,435
1421,10400,223,1,0,0,0,0,1,0,308
1421,10400,223,1,0,0,0,0,0,0,363
1421,10400,223,0,3,2295,31600,1359,1,0,431
1421,10400,223,0,0,0,0,0,2,0,447
1421,10400,223,1,0,0,0,0,2,0,335
1421,10400,223,0,0,0,0,0,1,0,526
1421,10400,223,1,0,0,0,0,2,0,547
136,11200,1053,1,5,1171,14196,2194,27,0,840
136,11200,1053,1,2,219,11825,3241,27,0,609
136,11200,1053,1,2,356,115200,1929,27,0,1352
136,11200,1053,1,5,1860,29357,7665,27,0,1150
136,11200,1053,1,7,2203,31686,6558,27,0,944
136,11200,1053,1,2,281,17610,2201,27,0,554
136,11200,1053,1,2,195,13100,1404,27,0,965
136,11200,1053,1,5,519,18596,3201,27,0,1159
136,11200,1053,1,5,2390,28970,5793,27,0,837
136,11200,1053,1,10,2954,19631,5808,27,0,1688
136,11200,1053,1,8,5355,19830,6340,27,0,990
136,11200,1053,1,4,12646,21333,3367,27,0,873
136,11200,1053,1,3,776,14042,2086,27,0,767
136,11200,1053,1,17,6129,53016,13757,27,0,1235
136,11200,1053,1,5,1276,14018,3547,27,0,1081
136,11200,1053,1,2,1591,27700,4415,27,0,996
136,11200,1053,1,6,1393,118791,3105,27,0,1305
136,11200,1053,1,4,2087,224002,3986,27,0,2783
136,11200,1053,1,4,1180,228887,2009,27,0,1122
136,11200,1053,1,2,2413,57300,1834,27,0,751
136,11200,1053,1,4,2889,42750,2560,27,0,1595
136,11200,1053,1,3,1770,557500,2601,27,0,1134
136,11200,1053,1,9,2392,19224,8475,27,0,1635
136,11200,1053,1,2,653,153200,1208,27,0,802
136,11200,1053,1,2,839,76299,1511,27,0,680
136,11200,1053,1,3,686,153402,1457,27,0,749
136,11200,1053,1,2,590,42100,1425,27,0,800
1191,388000,518,0,1,526,83400,130,0,0,4170
1191,388000,518,1,1,1094,231000,475,0,0,4607
1191,388000,518,1,1,107,319,295,0,0,6756
1191,388000,518,0,2,140,57,152,0,0,4680
1191,388000,518,0,3,3568,1900539,867,0,0,11739
1191,388000,518,0,9,4470,1902584,3829,0,0,6066
1191,388000,518,0,1,2161,20600,581,0,0,7444
1191,388000,518,1,4,509,3543,1319,0,0,4743
1191,388000,518,0,7,6420,411503,4062,0,0,12106
1191,388000,518,0,3,322,1781,1447,0,0,7358
1191,388000,518,0,8,4121,15587,4760,0,0,7983
1191,388000,518,0,1,67,34,34,0,0,7656
1191,388000,518,0,0,0,0,0,0,0,5151
1191,388000,518,0,5,7543,756580,2985,0,0,5571
1191,388000,518,0,1,6625,157,276,0,0,5351
1191,388000,518,0,4,1375,390270,4280,0,0,9920
1191,388000,518,0,2,1980,151000,1584,0,0,7577
1191,388000,518,1,5,26,774,829,0,0,7562
1191,388000,518,0,1,184,548,516,0,0,5185
1191,388000,518,0,4,2535,390421,2510,0,0,12793
1191,388000,518,0,0,0,0,0,0,0,9921
1191,388000,518,1,4,6417,468970,2113,0,0,6936
1191,388000,518,0,1,57,152000,888,0,0,6637
1140,1900000,44,1,4,1836,2048105,1653,0,0,14618
1140,1900000,44,1,11,2688,1925257,15283,1,0,48733
1140,1900000,44,0,4,1307,24752,4117,1,0,49303
1140,1900000,44,1,15,2423,33321,5964,1,0,34117
1140,1900000,44,1,10,1063,219327,2923,1,0,61570
1140,1900000,44,1,3,2352,1922226,1389,0,0,27932
1140,1900000,44,1,4,1681,71749,2140,1,0,29433
1140,1900000,44,1,21,3780,354938,13857,1,0,40310
1140,1900000,44,1,19,1788,1754072,5886,0,0,42087
1140,1900000,44,1,10,1750,128303,5681,1,0,40503
1140,1900000,44,1,21,4756,2871424,13783,0,0,43593
1140,1900000,44,1,20,2577,364707,12102,1,0,64605
1140,1900000,44,1,21,5239,75792,10864,1,0,45512
1140,1900000,44,1,21,2111,306716,12934,1,0,27843
1140,1900000,44,1,25,7942,344708,19258,1,0,27477
1140,1900000,44,0,9,2140,1924278,2512,1,0,36104
1140,1900000,44,0,2,452,149134,726,0,0,30141
1140,1900000,44,1,21,3397,141504,11697,0,0,31467
1140,1900000,44,1,19,9039,284420,14263,0,0,42176
1470,67600,1131,1,0,0,0,0,0,0,178
1470,67600,1131,1,6,10490,298835,6977,0,0,401
1470,67600,1131,1,1,215,506,516,0,0,177
1470,67600,1131,0,1,2791,47800,3125,1,0,171
1470,67600,1131,1,1,0,0,0,0,0,399
1470,67600,1131,1,1,49,31500,512,0,0,163
1470,67600,1131,1,4,6193,96405,2906,1,0,584
1470,67600,1131,0,0,0,0,0,0,0,1256
1470,67600,1131,1,0,0,0,0,0,0,135
1470,67600,1131,1,0,0,0,0,0,0,168
1470,67600,1131,1,1,2407,28700,276,0,0,191
1470,67600,1131,1,2,312,1215,455,0,0,142
1470,67600,1131,1,0,0,0,0,0,0,137
1470,67600,1131,0,3,907,1244,1260,1,0,135
1470,67600,1131,1,0,0,0,0,0,0,142
1470,67600,1131,1,6,2200,5550,3679,0,0,279
1470,67600,1131,1,1,712,869,778,0,0,277
1470,67600,1131,1,4,2177,8923,8156,0,0,145
1470,67600,1131,0,0,0,0,0,0,0,262
1470,67600,1131,1,5,3678,192867,3918,0,0,759
1470,67600,1131,1,0,0,0,0,0,0,210
1470,67600,1131,1,4,4023,126906,3868,1,0,338
1470,67600,1131,1,1,256,365,376,0,0,358
1470,67600,1131,1,3,2240,74662,3939,0,0,292
1470,67600,1131,1,6,13035,230293,5942,1,0,322
1470,67600,1131,0,4,10152,149091,7224,0,0,340
1470,67600,1131,1,1,1299,69400,1099,0,0,492
569,33200,3,0,0,0,0,0,0,0,833
569,33200,3,1,8,8623,126442,1005,0,0,1804
569,33200,3,1,0,0,0,0,0,0,372
569,33200,3,1,22,9375,172790,7289,2,0,804
569,33200,3,0,0,0,0,0,4,0,889
569,33200,3,1,1,2265,1910,437,2,0,795
569,33200,3,0,0,0,0,0,1,0,392
569,33200,3,1,4,2928,7529,1913,0,0,943
569,33200,3,1,6,3380,49700,9496,3,0,236
569,33200,3,0,0,0,0,0,3,0,710
569,33200,3,0,0,0,0,0,4,0,553
569,33200,3,1,4,818,6275,2712,3,0,585
569,33200,3,0,9,5910,96894,4693,4,0,1617
569,33200,3,1,10,10220,88197,2554,2,0,1296
569,33200,3,1,2,1110,3962,6061,4,0,417
569,33200,3,0,5,2436,45099,6995,3,0,846
569,33200,3,1,0,0,0,0,5,0,533
569,33200,3,1,3,1718,68146,542,3,0,534
569,33200,3,1,8,5814,105285,3677,5,0,949
569,33200,3,1,4,3229,2222,582,4,0,411
569,33200,3,1,1,121,4462,80,0,0,366
569,33200,3,1,2,1132,35507,2069,0,0,565
569,33200,3,0,0,0,0,0,6,0,489
1139,6276,649,1,3,2820,23827,5210,23,0,410
1139,6276,649,0,1,183,5192,228,21,0,447
1139,6276,649,1,0,0,0,0,0,0,383
1139,6276,649,1,1,183,5192,228,25,0,483
1139,6276,649,1,1,183,5192,228,25,0,404
1139,6276,649,1,1,183,5192,228,27,0,392
1139,6276,649,1,0,0,0,0,24,0,498
1139,6276,649,1,0,0,0,0,8,0,415
1139,6276,649,1,0,0,0,0,5,0,632
1139,6276,649,1,4,8259,76974,8205,18,0,547
1139,6276,649,1,1,183,5192,228,25,0,483
1139,6276,649,1,0,0,0,0,25,0,433
1139,6276,649,1,1,183,5192,228,24,0,401
1139,6276,649,1,3,2836,13034,5962,25,0,393
1139,6276,649,1,0,0,0,0,21,0,321
1139,6276,649,1,2,335,9056,921,25,0,474
1139,6276,649,1,4,1164,6320,1844,20,0,330
1139,6276,649,1,1,183,5192,228,22,0,375
1139,6276,649,1,2,366,10384,456,27,0,353
1139,6276,649,1,1,183,5192,228,24,0,403
1139,6276,649,1,0,0,0,0,20,0,345
1139,6276,649,1,0,0,0,0,24,0,540
1139,6276,649,1,0,0,0,0,25,0,449
1139,6276,649,1,1,128,1067,426,25,0,458
1139,6276,649,1,0,0,0,0,25,0,422
1139,6276,649,1,1,171,1146,228,26,0,666
1139,6276,649,1,0,0,0,0,25,0,431
968,26000,318,0,7,665,105644,1953,2,0,1066
968,26000,318,1,4,950,3758,2148,2,0,3326
968,26000,318,0,11,11246,607555,10955,2,0,1564
968,26000,318,1,19,7096,1839886,10483,2,0,1753
968,26000,318,0,5,1205,155148,3433,2,0,1248
968,26000,318,1,3,941,31008,382,3,0,9260
968,26000,318,1,1,4,308,147,2,0,1572
968,26000,318,0,4,35,938,1359,3,0,6731
968,26000,318,0,2,1447,606,903,3,0,3644
